lap,1,3,4,8,13,16,18,20,154,155,807,813,815,817,818,820,821,822,824,825,826,828
1,104.671,109.324,107.182,111.796,108.569,124.012,114.156,106.185,111.17,115.99,109.601,116.321,113.51,107.857,113.462,118.19,114.772,112.021,117.048,115.431,112.695,118.888
2,102.553,104.215,103.657,106.04,104.236,118.376,106.228,103.457,105.826,107.547,105.082,107.834,105.645,103.863,106.693,107.963,106.679,105.083,107.874,107.114,105.915,108.7
3,103.16,104.182,103.62,105.46,104.581,119.921,105.017,103.701,105.577,106.481,104.214,106.803,105.641,104.01,106.484,107.676,106.362,104.207,107.323,106.63,105.578,107.582
4,103.168,103.944,103.641,104.878,104.844,118.558,106.245,103.745,104.366,106.545,104.492,106.302,105.354,103.954,105.731,107.797,105.735,104.533,107.001,106.265,105.473,107.275
5,103.239,103.406,103.77,104.753,104.782,122.035,105.764,103.885,104.744,106.095,104.757,106.709,105.254,104.097,105.787,107.275,106.16,104.207,106.826,106.1,105.105,107.211
6,103.144,103.937,104.605,104.845,105.172,0.0,105.641,104.34,104.94,106.481,104.745,106.398,105.598,104.216,105.752,107.246,106.054,104.476,106.843,106.469,105.348,107.967
7,103.166,104.295,104.828,105.275,104.889,0.0,110.124,104.743,105.331,107.033,104.949,106.873,105.793,104.439,106.552,107.344,106.57,104.611,107.087,106.498,105.766,108.206
8,103.376,105.108,104.745,105.502,105.013,0.0,122.585,104.966,105.664,107.012,105.189,107.283,106.382,105.054,106.299,107.363,106.415,105.225,107.691,106.612,106.42,108.541
9,103.816,105.617,105.305,105.833,105.241,0.0,105.491,104.895,110.457,106.904,105.109,107.238,106.443,105.29,106.36,107.469,106.578,104.805,107.432,106.916,106.071,108.936
10,103.832,105.524,104.677,110.238,109.982,0.0,105.282,104.706,124.214,107.007,105.494,107.179,111.409,105.347,106.59,107.645,106.437,105.207,107.756,106.158,106.263,114.233
11,103.948,106.097,109.932,124.017,177.92,0.0,105.373,105.029,104.735,111.963,110.55,112.021,123.119,105.352,105.897,109.116,106.492,105.518,113.46,106.45,106.428,126.43
12,104.252,105.513,121.187,104.212,103.608,0.0,105.316,109.856,105.132,126.412,122.651,126.499,104.121,104.939,106.405,113.241,106.58,109.107,127.312,106.722,106.659,106.508
13,104.293,109.595,103.174,104.852,104.19,0.0,105.462,121.623,105.919,105.896,104.292,105.131,104.954,104.68,105.936,124.996,107.092,124.56,104.962,106.957,106.89,106.547
14,104.003,122.283,103.373,104.828,104.713,0.0,106.234,103.214,105.542,106.013,104.729,105.463,105.263,104.634,106.107,105.402,112.013,104.5,105.025,106.866,111.347,106.483
15,104.259,102.231,103.554,105.718,104.608,0.0,106.425,103.604,105.651,106.013,104.145,106.004,104.608,109.461,111.732,106.895,123.137,104.573,105.854,106.459,123.627,106.979
16,104.56,102.976,103.566,104.779,105.354,0.0,105.822,104.764,105.732,106.072,104.184,106.034,104.626,122.581,123.261,107.13,104.915,104.529,106.139,107.953,104.399,107.994
17,111.929,102.865,103.278,104.399,105.112,0.0,105.932,104.116,105.107,106.673,103.795,105.844,104.889,103.298,103.299,106.092,104.823,104.186,106.325,111.996,104.526,107.526
18,122.317,102.54,103.338,104.875,104.63,0.0,105.707,103.912,105.151,107.529,104.131,106.127,104.175,103.218,104.01,107.03,104.985,103.712,106.596,123.409,105.387,107.193
19,102.777,103.165,103.569,104.402,105.553,0.0,105.663,103.703,104.995,106.485,104.059,105.455,104.553,103.209,104.178,106.594,105.089,103.7,106.202,102.842,105.229,107.296
20,102.839,103.052,103.76,104.175,105.327,0.0,105.399,103.916,105.002,106.64,104.224,105.255,104.682,103.486,104.474,108.03,105.073,103.682,106.405,103.773,105.265,107.794
21,103.322,103.52,103.738,104.46,105.289,0.0,106.347,104.455,104.86,106.075,104.154,105.295,104.787,103.459,105.687,106.462,105.348,104.133,106.047,103.803,104.747,106.995
22,102.951,104.905,103.79,104.962,105.285,0.0,106.369,105.661,105.067,106.374,104.311,105.353,105.052,103.605,106.433,106.665,105.523,104.224,106.352,104.283,104.977,107.541
23,102.601,103.73,103.589,104.608,105.125,0.0,106.343,105.654,106.992,106.32,104.208,105.429,105.243,104.393,106.201,106.714,105.658,104.646,106.992,104.889,105.575,107.61
24,102.804,103.456,103.503,104.657,105.331,0.0,107.333,104.555,106.802,106.543,104.67,105.477,104.799,104.939,106.391,106.976,105.47,104.098,106.669,104.74,105.528,108.345
25,102.323,103.333,103.709,104.77,105.7,0.0,106.28,104.514,106.635,106.46,104.271,105.398,104.523,104.154,105.316,106.831,105.77,104.161,106.257,104.797,105.636,107.24
26,102.696,102.982,103.907,104.195,105.687,0.0,105.876,105.593,106.107,106.532,104.357,105.271,104.26,103.661,105.308,107.667,106.562,104.313,106.627,106.38,105.396,108.677
27,102.809,103.427,103.868,104.682,106.1,0.0,106.047,104.152,106.35,106.574,104.388,105.616,104.272,103.892,105.017,106.441,111.947,104.348,106.122,105.367,105.303,113.453
