lap,1,4,8,20,815,817,822,830,832,839,840,841,842,844,846,847,849,852,853,854
1,0.6059999999999945,4.424000000000007,1.945999999999998,2.983000000000004,2.1510000000000105,1.8950000000000102,1.8240000000000123,,0.6809999999999832,1.4020000000000152,2.115000000000009,1.7489999999999952,2.697999999999979,1.0289999999999964,2.9470000000000027,1.9950000000000045,2.8770000000000095,1.218999999999994,2.48599999999999,1.1779999999999973
