lap,1,4,8,20,815,817,822,830,832,839,840,841,842,844,846,847,849,852,853,854
1,2.600999999999999,20.590000000000003,36.054,7.479000000000013,38.20500000000001,4.496000000000009,22.414000000000016,0.0,16.165999999999997,11.579000000000008,34.108000000000004,24.16300000000001,10.176999999999992,12.608000000000004,27.110000000000014,1.9950000000000045,15.485000000000014,28.329000000000008,31.992999999999995,29.507000000000005
