lap,1,4,8,13,20,154,807,815,817,822,828,830,832,836,840,842,843
1,22.433999999999997,5.875,3.1200000000000045,6.992999999999995,0.0,20.329000000000008,10.215999999999994,8.638999999999996,23.651999999999987,1.1659999999999968,16.128000000000014,4.081000000000003,11.564000000000007,19.209000000000003,18.450999999999993,13.566000000000003,17.211000000000013
2,18.77600000000004,6.210000000000008,3.8389999999999986,7.200999999999993,0.0,20.91100000000003,9.585999999999984,8.287000000000006,21.99999999999997,1.7139999999999986,15.597000000000008,4.644000000000034,12.14900000000003,19.51399999999998,17.90299999999999,13.617000000000047,16.79000000000005
3,18.75600000000003,5.725000000000023,3.7549999999999955,6.7379999999999995,0.0,21.035000000000025,9.786000000000001,8.231000000000051,22.422999999999945,1.6850000000000023,15.015000000000043,4.4360000000000355,12.09600000000006,19.750999999999976,17.785000000000025,13.051000000000045,16.149000000000058
4,17.278000000000077,4.68100000000004,1.90300000000002,6.210000000000036,0.0,20.427000000000078,8.923000000000002,7.592000000000041,21.60300000000001,1.177000000000021,13.74900000000008,2.858000000000061,11.896000000000015,18.61899999999997,16.459000000000003,12.441000000000088,15.335000000000093
5,4.7700000000000955,1.8640000000000327,0.7169999999999845,1.8010000000000446,0.0,5.900000000000091,2.9470000000000027,2.3330000000000837,6.2169999999999845,0.40399999999999636,4.110000000000127,1.2210000000001173,3.1440000000000055,5.855000000000018,4.55600000000004,3.7140000000000555,4.44500000000005
6,8.37600000000009,4.634999999999991,1.8809999999999718,3.713999999999942,0.0,10.19900000000007,5.944999999999936,5.031000000000063,10.256999999999948,1.0119999999999436,7.740000000000123,2.4600000000000364,6.419999999999959,9.778999999999996,8.197999999999979,7.326000000000022,9.34699999999998
7,10.572000000000116,6.148000000000025,2.328999999999951,4.906999999999925,0.0,14.044000000000096,8.045999999999935,6.9640000000000555,12.601999999999975,1.1769999999999072,10.586000000000126,3.490000000000009,9.098999999999933,13.592999999999961,11.47199999999998,9.942000000000007,12.273000000000025
8,12.079000000000065,6.899999999999977,2.5669999999998936,5.865999999999872,0.0,16.326999999999998,9.807999999999879,8.536000000000058,14.57899999999995,1.6339999999999009,13.419000000000096,3.808999999999969,10.991999999999848,16.042999999999893,13.671999999999912,12.251999999999953,14.572999999999979
9,12.592000000000098,7.599000000000046,2.870999999999867,6.653999999999883,0.0,19.493000000000052,11.163999999999874,9.523000000000138,16.144999999999982,1.6709999999999354,15.167000000000144,4.158999999999992,12.746999999999844,18.426999999999907,15.454999999999927,14.423000000000002,17.470000000000027
