lap,1,3,8,13,18,20,807,815,817,828,830,831,832
1,142.988,144.35,151.903,146.113,154.851,147.522,153.291,153.942,150.426,166.959,152.685,149.928,148.88
2,146.005,145.242,143.867,144.418,144.513,144.069,144.593,144.532,143.889,133.281,143.966,143.809,143.584
3,133.785,134.42,131.256,134.436,129.601,133.846,129.971,130.016,132.122,129.284,130.745,132.364,133.584
4,93.493,94.638,97.23,95.15,98.571,95.361,97.991,100.153,96.675,98.426,97.782,96.284,97.662
5,92.765,93.068,95.071,93.928,97.812,94.027,95.944,97.226,95.092,96.659,95.735,95.148,95.195
6,92.685,92.371,94.684,93.47,96.461,93.438,95.314,96.967,94.81,94.748,95.37,94.761,94.557
7,92.593,92.827,94.126,93.205,96.027,93.197,95.164,98.563,94.42,94.755,95.04,94.263,95.417
8,92.899,92.46,94.264,93.576,96.674,93.754,95.427,95.41,94.51,94.677,95.169,94.505,94.392
9,92.933,92.38,94.239,93.212,96.378,92.991,94.908,96.096,94.213,94.917,94.721,94.33,94.604
10,92.911,92.572,94.222,93.054,96.925,93.074,95.057,96.174,94.236,95.035,95.157,94.164,94.35
11,92.742,93.184,94.061,93.171,96.418,93.49,95.027,95.801,94.037,94.845,95.126,93.945,94.588
12,92.432,92.65,93.999,93.484,97.36,93.597,94.721,97.405,94.029,94.577,95.029,94.047,94.561
13,92.491,92.752,93.898,93.355,96.187,93.513,94.772,96.232,93.991,94.65,94.588,94.211,94.846
14,93.033,92.93,94.582,93.354,97.545,93.374,94.82,103.446,94.354,95.228,95.034,94.18,94.74
15,93.177,93.576,94.486,93.517,96.676,93.853,95.115,95.629,94.629,95.184,94.982,94.385,94.708
16,92.458,92.324,117.6,93.247,96.243,93.173,94.734,95.38,94.082,94.728,94.439,93.596,94.234
17,92.148,92.3,99.215,93.159,96.328,93.229,94.765,95.657,94.34,94.686,94.301,93.549,94.313
18,92.462,92.365,91.96,93.245,95.995,93.146,94.71,95.395,94.963,94.369,94.535,93.85,94.522
19,92.347,92.243,93.242,93.195,96.163,93.168,94.815,95.803,94.456,94.741,94.842,93.745,94.232
20,92.306,92.426,92.112,93.141,96.138,93.145,94.987,95.217,94.288,95.006,94.69,94.118,94.696
21,91.94,92.454,92.009,111.561,96.193,92.859,112.768,95.685,94.688,95.136,94.546,94.248,94.3
22,92.405,93.011,92.194,98.947,96.217,92.307,99.484,95.663,94.649,94.637,94.641,93.722,94.799
23,92.791,92.948,92.335,94.555,95.643,92.664,93.521,95.245,113.8,95.197,94.477,94.264,94.933
24,92.925,93.048,94.015,92.072,95.569,111.263,93.857,95.783,99.811,96.055,94.482,94.091,146.974
25,111.204,93.964,92.322,93.042,95.448,98.543,94.403,95.442,93.836,96.969,94.805,114.815,100.615
26,99.012,111.568,92.881,92.58,95.845,92.115,94.608,95.712,93.761,118.722,94.717,100.836,93.226
27,93.021,98.552,91.681,93.059,115.831,92.429,94.317,96.349,93.543,101.614,95.096,92.766,93.081
28,93.241,92.092,91.952,93.22,101.542,92.67,94.385,96.692,93.574,93.724,94.663,92.931,93.462
29,92.824,92.108,92.053,93.118,94.964,92.432,94.415,95.863,93.102,93.564,94.529,93.376,94.067
30,92.005,91.754,91.585,92.91,94.898,92.518,94.366,95.09,92.939,93.866,94.295,93.459,93.566
31,91.676,91.609,91.947,92.755,95.926,92.698,94.287,95.046,93.207,93.453,94.829,93.466,93.706
32,91.953,91.737,91.523,92.813,96.947,92.443,94.215,95.675,93.139,93.258,114.11,93.585,94.073
33,91.875,91.66,92.003,92.776,95.934,92.3,94.012,96.666,93.128,93.463,0.0,93.385,96.786
34,93.071,92.981,92.999,92.857,96.961,92.856,94.276,96.423,93.167,93.323,0.0,93.234,95.504
35,91.995,91.775,92.154,92.612,95.42,92.633,93.759,95.764,93.005,94.025,0.0,93.887,95.64
36,91.562,91.355,91.426,92.607,94.893,92.567,94.163,95.817,93.063,94.115,0.0,93.435,95.828
