raceId,driverId,lap,position,time,milliseconds
927,1,1,1,1:51.297,111297
927,1,2,1,1:46.505,106505
927,1,3,1,1:46.996,106996
927,1,4,2,2:11.570,131570
927,1,5,6,2:41.918,161918
927,1,6,6,2:26.542,146542
927,1,7,5,1:48.285,108285
927,1,8,5,1:47.999,107999
927,1,9,5,1:48.076,108076
927,1,10,2,1:46.846,106846
927,1,11,2,1:46.377,106377
927,1,12,2,1:46.352,106352
927,1,13,2,1:46.348,106348
927,1,14,2,1:46.162,106162
927,1,15,2,1:46.495,106495
927,1,16,2,1:46.724,106724
927,1,17,2,1:46.358,106358
927,1,18,1,1:46.709,106709
927,1,19,1,1:47.028,107028
927,1,20,1,1:46.761,106761
927,1,21,1,1:46.854,106854
927,1,22,1,1:46.793,106793
927,1,23,1,1:47.498,107498
927,1,24,2,1:52.137,112137
927,1,25,3,2:04.540,124540
927,1,26,3,1:44.017,104017
927,1,27,2,1:44.293,104293
927,1,28,2,1:43.976,103976
927,1,29,2,1:44.469,104469
927,1,30,2,1:44.201,104201
927,1,31,2,1:44.320,104320
927,1,32,2,1:44.298,104298
927,1,33,2,1:44.301,104301
927,1,34,2,1:44.487,104487
927,1,35,2,1:45.545,105545
927,1,36,2,1:45.340,105340
927,1,37,2,1:45.612,105612
927,1,38,1,1:49.322,109322
927,1,39,3,2:03.237,123237
927,1,40,3,1:43.161,103161
927,1,41,3,1:44.565,104565
927,1,42,2,1:43.450,103450
927,1,43,2,1:43.467,103467
927,1,44,2,1:43.216,103216
927,1,45,2,1:43.125,103125
927,1,46,2,1:43.861,103861
927,1,47,2,1:43.385,103385
927,1,48,2,1:43.898,103898
927,1,49,2,1:43.798,103798
927,1,50,2,1:43.671,103671
927,1,51,2,1:43.941,103941
927,1,52,2,1:44.185,104185
927,1,53,2,1:44.354,104354
927,1,54,2,1:44.536,104536
927,1,55,2,1:45.052,105052
927,1,56,2,1:46.109,106109
927,20,1,2,1:52.002,112002
927,20,2,2,1:46.830,106830
927,20,3,2,1:46.795,106795
927,20,4,1,2:09.884,129884
927,20,5,1,2:29.327,149327
927,20,6,1,2:36.358,156358
927,20,7,1,1:46.037,106037
927,20,8,1,1:46.216,106216
927,20,9,1,1:46.326,106326
927,20,10,1,1:46.264,106264
927,20,11,1,1:46.470,106470
927,20,12,1,1:46.210,106210
927,20,13,1,1:46.677,106677
927,20,14,1,1:46.649,106649
927,20,15,1,1:46.710,106710
927,20,16,1,1:46.946,106946
927,20,17,1,1:51.047,111047
927,20,18,3,2:03.523,123523
927,20,19,3,1:44.452,104452
927,20,20,3,1:44.896,104896
927,20,21,2,1:45.706,105706
927,20,22,2,1:44.725,104725
927,20,23,2,1:44.983,104983
927,20,24,1,1:44.964,104964
927,20,25,1,1:44.952,104952
927,20,26,1,1:45.058,105058
927,20,27,1,1:45.287,105287
927,20,28,1,1:45.336,105336
927,20,29,1,1:45.033,105033
927,20,30,1,1:45.346,105346
927,20,31,1,1:45.342,105342
927,20,32,1,1:45.586,105586
927,20,33,1,1:45.456,105456
927,20,34,1,1:45.421,105421
927,20,35,1,1:45.774,105774
927,20,36,1,1:45.763,105763
927,20,37,1,1:49.791,109791
927,20,38,2,2:04.142,124142
927,20,39,1,1:43.732,103732
927,20,40,1,1:44.012,104012
927,20,41,1,1:44.089,104089
927,20,42,1,1:43.690,103690
927,20,43,1,1:43.814,103814
927,20,44,1,1:44.228,104228
927,20,45,1,1:44.225,104225
927,20,46,1,1:43.648,103648
927,20,47,1,1:43.855,103855
927,20,48,1,1:43.963,103963
927,20,49,1,1:44.063,104063
927,20,50,1,1:44.306,104306
927,20,51,1,1:44.147,104147
927,20,52,1,1:44.149,104149
927,20,53,1,1:44.540,104540
927,20,54,1,1:44.699,104699
927,20,55,1,1:44.715,104715
927,20,56,1,1:47.634,107634
927,3,1,3,1:52.940,112940
927,3,2,3,1:47.180,107180
927,3,3,3,1:47.014,107014
927,3,4,3,2:12.990,132990
927,3,5,9,2:45.795,165795
927,3,6,9,2:20.879,140879
927,3,7,9,1:48.861,108861
927,3,8,8,1:47.441,107441
927,3,9,7,1:47.524,107524
927,3,10,7,1:47.920,107920
927,3,11,7,1:48.730,108730
927,3,12,5,1:48.493,108493
927,3,13,4,1:48.081,108081
927,3,14,3,1:46.481,106481
927,3,15,3,1:46.257,106257
927,3,16,3,1:46.258,106258
927,3,17,3,1:46.110,106110
927,3,18,2,1:46.699,106699
927,3,19,2,1:46.379,106379
927,3,20,2,1:46.568,106568
927,3,21,3,1:47.110,107110
927,3,22,3,1:47.078,107078
927,3,23,3,1:47.295,107295
927,3,24,3,1:47.571,107571
927,3,25,2,1:47.658,107658
927,3,26,2,1:51.325,111325
927,3,27,4,2:04.090,124090
927,3,28,4,1:44.655,104655
927,3,29,3,1:44.065,104065
927,3,30,3,1:44.441,104441
927,3,31,3,1:44.255,104255
927,3,32,3,1:44.065,104065
927,3,33,3,1:44.478,104478
927,3,34,3,1:44.604,104604
927,3,35,3,1:44.509,104509
927,3,36,3,1:44.497,104497
927,3,37,3,1:44.553,104553
927,3,38,3,1:45.564,105564
927,3,39,2,1:45.218,105218
927,3,40,2,1:45.241,105241
927,3,41,2,1:48.839,108839
927,3,42,3,2:01.041,121041
927,3,43,3,1:42.062,102062
927,3,44,3,1:42.552,102552
927,3,45,3,1:43.199,103199
927,3,46,3,1:43.590,103590
927,3,47,3,1:43.082,103082
927,3,48,3,1:42.704,102704
927,3,49,3,1:42.650,102650
927,3,50,3,1:42.907,102907
927,3,51,3,1:44.351,104351
927,3,52,3,1:43.359,103359
