raceId,driverId,lap,position,time,milliseconds
945,3,1,1,1:48.445,108445
945,3,2,1,1:47.014,107014
945,3,3,1,1:46.942,106942
945,3,4,1,1:47.263,107263
945,3,5,1,1:47.188,107188
945,3,6,1,1:47.254,107254
945,3,7,1,1:46.889,106889
945,3,8,1,1:47.172,107172
945,3,9,1,1:47.121,107121
945,3,10,1,1:49.514,109514
945,3,11,2,2:06.903,126903
945,3,12,1,1:47.373,107373
945,3,13,1,1:47.490,107490
945,3,14,1,1:47.549,107549
945,3,15,1,1:46.828,106828
945,3,16,1,1:47.393,107393
945,3,17,1,1:47.435,107435
945,3,18,1,1:47.029,107029
945,3,19,1,1:47.334,107334
945,3,20,1,1:47.538,107538
945,3,21,1,1:47.128,107128
945,3,22,1,1:47.233,107233
945,3,23,1,1:47.779,107779
945,3,24,1,1:47.339,107339
945,3,25,1,1:47.453,107453
945,3,26,1,1:46.999,106999
945,3,27,1,1:47.410,107410
945,3,28,1,1:47.194,107194
945,3,29,1,1:47.264,107264
945,3,30,1,1:47.009,107009
945,3,31,2,1:49.248,109248
945,3,32,3,2:05.870,125870
945,3,33,2,1:45.450,105450
945,3,34,2,1:45.944,105944
945,3,35,2,1:45.627,105627
945,3,36,2,1:45.530,105530
945,3,37,2,1:45.356,105356
945,3,38,2,1:46.047,106047
945,3,39,2,1:45.500,105500
945,3,40,2,1:45.673,105673
945,3,41,2,1:45.912,105912
945,3,42,1,1:45.951,105951
945,3,43,1,1:45.476,105476
945,3,44,1,1:45.669,105669
945,3,45,1,1:45.490,105490
945,3,46,1,1:46.487,106487
945,3,47,1,1:45.773,105773
945,3,48,1,1:45.475,105475
945,3,49,1,1:45.461,105461
945,3,50,1,1:45.639,105639
945,3,51,1,1:45.436,105436
945,3,52,1,1:45.577,105577
945,3,53,1,1:46.806,106806
945,3,54,1,1:46.383,106383
945,3,55,1,1:47.913,107913
945,1,1,2,1:49.867,109867
945,1,2,2,1:47.195,107195
945,1,3,2,1:47.134,107134
945,1,4,2,1:47.313,107313
945,1,5,2,1:47.115,107115
945,1,6,2,1:47.492,107492
945,1,7,2,1:47.662,107662
945,1,8,2,1:48.037,108037
945,1,9,2,1:48.244,108244
945,1,10,2,1:48.355,108355
945,1,11,1,1:50.818,110818
945,1,12,3,2:06.216,126216
945,1,13,3,1:47.363,107363
945,1,14,2,1:47.435,107435
945,1,15,2,1:47.805,107805
945,1,16,2,1:47.043,107043
945,1,17,2,1:46.903,106903
945,1,18,2,1:47.015,107015
945,1,19,2,1:47.001,107001
945,1,20,2,1:47.170,107170
945,1,21,2,1:46.922,106922
945,1,22,2,1:46.744,106744
945,1,23,2,1:46.775,106775
945,1,24,2,1:47.024,107024
945,1,25,2,1:46.574,106574
945,1,26,2,1:46.662,106662
945,1,27,2,1:46.866,106866
945,1,28,2,1:47.052,107052
945,1,29,2,1:47.064,107064
945,1,30,2,1:46.975,106975
945,1,31,1,1:47.145,107145
945,1,32,1,1:46.505,106505
945,1,33,1,1:46.668,106668
945,1,34,1,1:46.579,106579
945,1,35,1,1:46.394,106394
945,1,36,1,1:46.752,106752
945,1,37,1,1:46.898,106898
945,1,38,1,1:47.695,107695
945,1,39,1,1:46.883,106883
945,1,40,1,1:47.549,107549
945,1,41,1,1:49.268,109268
945,1,42,2,2:04.986,124986
945,1,43,2,1:44.713,104713
945,1,44,2,1:44.517,104517
945,1,45,2,1:45.130,105130
945,1,46,2,1:44.773,104773
945,1,47,2,1:44.983,104983
945,1,48,2,1:45.526,105526
945,1,49,2,1:44.808,104808
945,1,50,2,1:45.276,105276
945,1,51,2,1:45.504,105504
945,1,52,2,1:46.326,106326
945,1,53,2,1:46.574,106574
945,1,54,2,1:47.207,107207
945,1,55,2,1:47.946,107946
945,8,1,3,1:50.826,110826
945,8,2,3,1:47.602,107602
945,8,3,3,1:47.451,107451
945,8,4,3,1:47.431,107431
945,8,5,3,1:47.704,107704
945,8,6,3,1:47.840,107840
945,8,7,3,1:48.311,108311
945,8,8,3,1:48.653,108653
945,8,9,3,1:48.508,108508
945,8,10,3,1:50.750,110750
945,8,11,4,2:07.036,127036
945,8,12,4,1:46.792,106792
945,8,13,4,1:46.991,106991
945,8,14,4,1:47.604,107604
945,8,15,4,1:47.750,107750
945,8,16,3,1:47.220,107220
945,8,17,3,1:47.264,107264
945,8,18,3,1:47.319,107319
945,8,19,3,1:47.267,107267
945,8,20,3,1:47.306,107306
945,8,21,3,1:47.618,107618
945,8,22,3,1:47.380,107380
945,8,23,3,1:47.435,107435
945,8,24,3,1:47.851,107851
945,8,25,3,1:47.616,107616
945,8,26,3,1:47.819,107819
945,8,27,3,1:47.272,107272
945,8,28,3,1:47.264,107264
945,8,29,3,1:47.175,107175
945,8,30,3,1:47.197,107197
945,8,31,3,1:47.432,107432
945,8,32,2,1:49.143,109143
945,8,33,4,2:11.006,131006
945,8,34,4,1:46.168,106168
945,8,35,4,1:46.322,106322
945,8,36,3,1:45.984,105984
945,8,37,3,1:45.352,105352
945,8,38,3,1:45.478,105478
945,8,39,3,1:45.847,105847
945,8,40,3,1:45.222,105222
945,8,41,3,1:45.234,105234
945,8,42,3,1:45.398,105398
945,8,43,3,1:45.675,105675
945,8,44,3,1:45.898,105898
945,8,45,3,1:46.064,106064
945,8,46,3,1:45.455,105455
945,8,47,3,1:44.942,104942
945,8,48,3,1:45.452,105452
945,8,49,3,1:45.693,105693
945,8,50,3,1:45.558,105558
945,8,51,3,1:46.401,106401
945,8,52,3,1:46.372,106372
945,8,53,3,1:45.824,105824
945,8,54,3,1:46.397,106397
945,8,55,3,1:49.036,109036
945,815,1,4,1:51.832,111832
945,815,2,4,1:47.974,107974
945,815,3,4,1:48.142,108142
945,815,4,4,1:48.072,108072
