raceId,driverId,lap,position,time,milliseconds
940,1,1,1,1:39.642,99642
940,1,2,1,1:39.660,99660
940,1,3,1,1:39.630,99630
940,1,4,1,1:39.822,99822
940,1,5,1,1:39.140,99140
940,1,6,1,1:39.519,99519
940,1,7,1,1:39.634,99634
940,1,8,1,1:39.888,99888
940,1,9,1,1:39.905,99905
940,1,10,1,1:39.719,99719
940,1,11,1,1:40.112,100112
940,1,12,1,1:40.072,100072
940,1,13,1,1:40.156,100156
940,1,14,1,1:39.981,99981
940,1,15,1,1:40.243,100243
940,1,16,1,1:42.960,102960
940,1,17,1,1:58.011,118011
940,1,18,1,1:38.121,98121
940,1,19,1,1:38.486,98486
940,1,20,1,1:37.961,97961
940,1,21,1,1:38.672,98672
940,1,22,1,1:38.920,98920
940,1,23,1,1:38.557,98557
940,1,24,1,1:38.627,98627
940,1,25,1,1:38.703,98703
940,1,26,1,1:38.446,98446
940,1,27,1,1:38.752,98752
940,1,28,1,1:39.392,99392
940,1,29,1,1:39.231,99231
940,1,30,1,1:39.212,99212
940,1,31,1,1:41.511,101511
940,1,32,1,1:58.123,118123
940,1,33,1,1:36.145,96145
940,1,34,1,1:38.301,98301
940,1,35,1,1:38.542,98542
940,1,36,1,1:38.397,98397
940,1,37,1,1:38.594,98594
940,1,38,1,1:39.005,99005
940,1,39,1,1:38.617,98617
940,1,40,1,1:37.848,97848
940,1,41,1,1:38.806,98806
940,1,42,1,1:38.001,98001
940,1,43,1,1:38.241,98241
940,1,44,1,1:38.566,98566
940,1,45,1,1:38.511,98511
940,1,46,1,1:38.443,98443
940,1,47,1,1:38.195,98195
940,1,48,1,1:38.505,98505
940,1,49,1,1:38.501,98501
940,1,50,1,1:38.977,98977
940,1,51,1,1:38.724,98724
940,1,52,1,1:38.190,98190
940,1,53,1,1:38.591,98591
940,20,1,2,1:41.283,101283
940,20,2,2,1:40.249,100249
940,20,3,2,1:39.861,99861
940,20,4,2,1:39.888,99888
940,20,5,2,1:39.876,99876
940,20,6,2,1:39.999,99999
940,20,7,2,1:40.186,100186
940,20,8,2,1:40.350,100350
940,20,9,2,1:40.376,100376
940,20,10,2,1:40.531,100531
940,20,11,2,1:40.719,100719
940,20,12,2,1:41.021,101021
940,20,13,2,1:43.402,103402
940,20,14,4,1:58.817,118817
940,20,15,3,1:39.467,99467
940,20,16,2,1:39.510,99510
940,20,17,2,1:39.472,99472
940,20,18,2,1:39.364,99364
940,20,19,2,1:39.556,99556
940,20,20,2,1:39.315,99315
940,20,21,2,1:39.128,99128
940,20,22,2,1:39.102,99102
940,20,23,2,1:39.529,99529
940,20,24,2,1:39.172,99172
940,20,25,2,1:38.915,98915
940,20,26,2,1:39.000,99000
940,20,27,2,1:39.003,99003
940,20,28,2,1:39.009,99009
940,20,29,2,1:39.094,99094
940,20,30,2,1:40.732,100732
940,20,31,3,1:57.856,117856
940,20,32,3,1:37.906,97906
940,20,33,3,1:37.993,97993
940,20,34,3,1:38.192,98192
940,20,35,3,1:38.561,98561
940,20,36,3,1:38.495,98495
940,20,37,3,1:38.442,98442
940,20,38,3,1:38.092,98092
940,20,39,3,1:38.664,98664
940,20,40,3,1:39.204,99204
940,20,41,3,1:39.534,99534
940,20,42,3,1:38.964,98964
940,20,43,3,1:38.774,98774
940,20,44,3,1:38.993,98993
940,20,45,3,1:40.063,100063
940,20,46,3,1:38.984,98984
940,20,47,3,1:38.491,98491
940,20,48,3,1:38.973,98973
940,20,49,3,1:39.016,99016
940,20,50,3,1:38.639,98639
940,20,51,3,1:39.079,99079
940,20,52,3,1:39.746,99746
940,20,53,3,1:38.771,98771
940,822,1,3,1:42.426,102426
940,822,2,3,1:40.593,100593
940,822,3,3,1:40.300,100300
940,822,4,3,1:40.380,100380
940,822,5,3,1:40.698,100698
940,822,6,3,1:40.549,100549
940,822,7,3,1:40.499,100499
940,822,8,3,1:40.661,100661
940,822,9,3,1:40.830,100830
940,822,10,3,1:40.893,100893
940,822,11,4,1:43.164,103164
940,822,12,7,1:58.226,118226
940,822,13,6,1:39.840,99840
940,822,14,5,1:40.753,100753
940,822,15,4,1:39.493,99493
940,822,16,3,1:40.073,100073
940,822,17,4,1:40.990,100990
940,822,18,4,1:40.187,100187
940,822,19,4,1:39.613,99613
940,822,20,4,1:39.670,99670
940,822,21,4,1:39.578,99578
940,822,22,4,1:39.723,99723
940,822,23,4,1:39.979,99979
940,822,24,4,1:39.701,99701
940,822,25,4,1:39.771,99771
940,822,26,4,1:39.923,99923
940,822,27,4,1:40.094,100094
940,822,28,4,1:40.090,100090
940,822,29,4,1:41.957,101957
940,822,30,7,1:59.793,119793
940,822,31,6,1:39.327,99327
940,822,32,5,1:38.498,98498
940,822,33,5,1:38.329,98329
940,822,34,5,1:38.448,98448
940,822,35,5,1:38.762,98762
940,822,36,5,1:38.549,98549
940,822,37,5,1:38.453,98453
940,822,38,5,1:38.584,98584
940,822,39,5,1:38.811,98811
940,822,40,5,1:38.592,98592
940,822,41,5,1:38.241,98241
940,822,42,5,1:38.511,98511
940,822,43,5,1:38.523,98523
940,822,44,5,1:39.431,99431
940,822,45,5,1:39.051,99051
940,822,46,5,1:38.555,98555
940,822,47,5,1:38.779,98779
940,822,48,5,1:39.493,99493
940,822,49,5,1:38.676,98676
940,822,50,5,1:39.550,99550
940,822,51,5,1:40.132,100132
940,822,52,5,1:38.612,98612
940,822,53,5,1:38.900,98900
940,3,1,4,1:43.015,103015
940,3,2,4,1:41.048,101048
940,3,3,4,1:40.495,100495
940,3,4,4,1:39.770,99770
940,3,5,4,1:40.588,100588
940,3,6,4,1:40.536,100536
940,3,7,4,1:41.869,101869
940,3,8,4,1:41.021,101021
940,3,9,4,1:40.853,100853
940,3,10,4,1:40.289,100289
940,3,11,3,1:40.540,100540
940,3,12,3,1:39.805,99805
940,3,13,3,1:39.935,99935
940,3,14,2,1:40.117,100117
940,3,15,2,1:42.576,102576
940,3,16,4,1:57.355,117355
940,3,17,3,1:39.982,99982
940,3,18,3,1:38.354,98354
940,3,19,3,1:38.380,98380
940,3,20,3,1:38.873,98873
940,3,21,3,1:38.911,98911
940,3,22,3,1:39.028,99028
940,3,23,3,1:39.584,99584
940,3,24,3,1:39.221,99221
940,3,25,3,1:39.288,99288
940,3,26,3,1:38.722,98722
940,3,27,3,1:38.930,98930
940,3,28,3,1:39.002,99002
940,3,29,3,1:41.343,101343
940,3,30,3,1:55.869,115869
940,3,31,2,1:37.147,97147
940,3,32,2,1:37.654,97654
940,3,33,2,1:37.525,97525
940,3,34,2,1:37.715,97715
940,3,35,2,1:38.010,98010
940,3,36,2,1:38.562,98562
940,3,37,2,1:38.901,98901
940,3,38,2,1:38.805,98805
940,3,39,2,1:38.754,98754
940,3,40,2,1:39.887,99887
940,3,41,2,1:38.825,98825
940,3,42,2,1:38.605,98605
940,3,43,2,1:38.671,98671
940,3,44,2,1:39.732,99732
940,3,45,2,1:39.693,99693
940,3,46,2,1:38.527,98527
940,3,47,2,1:38.752,98752
940,3,48,2,1:38.904,98904
940,3,49,2,1:38.929,98929
940,3,50,2,1:38.924,98924
940,3,51,2,1:39.173,99173
940,3,52,2,1:39.005,99005
940,3,53,2,1:39.473,99473
940,8,1,5,1:43.974,103974
940,8,2,5,1:41.005,101005
940,8,3,5,1:40.716,100716
940,8,4,5,1:40.704,100704
940,8,5,5,1:40.537,100537
940,8,6,5,1:40.454,100454
940,8,7,5,1:40.986,100986
940,8,8,5,1:41.078,101078
940,8,9,5,1:41.331,101331
940,8,10,5,1:40.714,100714
940,8,11,5,1:40.634,100634
940,8,12,4,1:40.265,100265
940,8,13,4,1:40.444,100444
940,8,14,3,1:42.914,102914
940,8,15,5,1:58.834,118834
940,8,16,5,1:39.372,99372
940,8,17,5,1:39.079,99079
940,8,18,5,1:39.056,99056
940,8,19,5,1:39.401,99401
940,8,20,5,1:39.097,99097
940,8,21,5,1:39.493,99493
940,8,22,5,1:39.662,99662
940,8,23,5,1:40.329,100329
940,8,24,5,1:39.719,99719
940,8,25,5,1:39.541,99541
940,8,26,5,1:40.025,100025
940,8,27,5,1:39.837,99837
940,8,28,5,1:42.904,102904
940,8,29,7,1:57.600,117600
940,8,30,6,1:39.265,99265
940,8,31,4,1:38.464,98464
940,8,32,4,1:38.035,98035
940,8,33,4,1:38.250,98250
940,8,34,4,1:38.132,98132
940,8,35,4,1:38.077,98077
940,8,36,4,1:38.227,98227
940,8,37,4,1:38.479,98479
940,8,38,4,1:38.626,98626
940,8,39,4,1:38.658,98658
940,8,40,4,1:38.575,98575
940,8,41,4,1:39.163,99163
940,8,42,4,1:38.799,98799
940,8,43,4,1:38.972,98972
940,8,44,4,1:38.874,98874
940,8,45,4,1:38.678,98678
940,8,46,4,1:38.786,98786
940,8,47,4,1:39.205,99205
940,8,48,4,1:39.112,99112
940,8,49,4,1:39.245,99245
940,8,50,4,1:40.201,100201
940,8,51,4,1:38.629,98629
940,8,52,4,1:38.611,98611
940,8,53,4,1:39.508,99508
940,154,1,6,1:44.839,104839
940,154,2,6,1:41.369,101369
940,154,3,6,1:41.038,101038
940,154,4,6,1:40.892,100892
940,154,5,6,1:40.966,100966
940,154,6,6,1:41.186,101186
940,154,7,6,1:41.257,101257
940,154,8,6,1:41.558,101558
940,154,9,6,1:41.229,101229
940,154,10,6,1:41.377,101377
940,154,11,7,1:43.964,103964
940,154,12,10,2:01.248,121248
940,154,13,8,1:41.405,101405
940,154,14,8,1:40.562,100562
940,154,15,7,1:40.223,100223
940,154,16,7,1:40.123,100123
940,154,17,7,1:39.984,99984
940,154,18,7,1:39.948,99948
940,154,19,7,1:40.173,100173
940,154,20,7,1:39.992,99992
940,154,21,7,1:40.027,100027
940,154,22,7,1:40.330,100330
940,154,23,7,1:40.678,100678
940,154,24,7,1:40.883,100883
940,154,25,7,1:40.585,100585
940,154,26,7,1:40.439,100439
940,154,27,7,1:40.527,100527
940,154,28,7,1:40.514,100514
940,154,29,6,1:40.675,100675
940,154,30,5,1:40.886,100886
940,154,31,7,1:42.552,102552
940,154,32,6,1:41.270,101270
940,154,33,7,1:46.409,106409
940,154,34,8,2:00.246,120246
940,154,35,8,1:38.167,98167
940,154,36,8,1:38.550,98550
940,154,37,7,1:38.386,98386
940,154,38,7,1:39.173,99173
940,154,39,7,1:38.908,98908
940,154,40,7,1:38.755,98755
940,154,41,7,1:38.679,98679
940,154,42,7,1:38.499,98499
940,154,43,7,1:39.499,99499
940,154,44,7,1:38.863,98863
940,154,45,7,1:38.563,98563
940,154,46,7,1:38.431,98431
940,154,47,7,1:38.592,98592
940,154,48,7,1:38.940,98940
940,154,49,7,1:38.860,98860
940,154,50,7,1:39.298,99298
940,154,51,7,1:39.426,99426
940,154,52,7,1:39.601,99601
940,154,53,7,1:40.262,100262
940,813,1,7,1:45.231,105231
940,813,2,7,1:41.778,101778
940,813,3,7,1:41.023,101023
940,813,4,7,1:41.437,101437
940,813,5,7,1:41.094,101094
940,813,6,7,1:41.229,101229
940,813,7,7,1:41.519,101519
940,813,8,7,1:41.346,101346
940,813,9,7,1:41.537,101537
940,813,10,7,1:41.362,101362
940,813,11,6,1:41.402,101402
940,813,12,5,1:43.444,103444
940,813,13,9,2:01.821,121821
940,813,14,9,1:39.931,99931
940,813,15,8,1:40.273,100273
940,813,16,8,1:40.180,100180
940,813,17,8,1:40.516,100516
940,813,18,8,1:40.493,100493
940,813,19,8,1:40.368,100368
940,813,20,8,1:40.213,100213
940,813,21,8,1:40.159,100159
940,813,22,8,1:40.298,100298
940,813,23,8,1:40.671,100671
940,813,24,8,1:40.666,100666
940,813,25,8,1:40.346,100346
940,813,26,8,1:40.475,100475
940,813,27,8,1:40.433,100433
940,813,28,8,1:40.425,100425
940,813,29,8,1:41.264,101264
940,813,30,8,1:41.276,101276
940,813,31,8,1:41.032,101032
940,813,32,7,1:41.167,101167
940,813,33,6,1:42.328,102328
940,813,34,6,1:40.613,100613
940,813,35,6,1:41.252,101252
940,813,36,6,1:43.928,103928
940,813,37,8,1:58.885,118885
940,813,38,8,1:38.631,98631
940,813,39,8,1:38.136,98136
940,813,40,8,1:38.245,98245
940,813,41,8,1:38.572,98572
940,813,42,8,1:38.839,98839
940,813,43,8,1:38.977,98977
940,813,44,8,1:38.579,98579
940,813,45,8,1:38.526,98526
940,813,46,8,1:38.513,98513
940,813,47,8,1:38.324,98324
940,813,48,8,1:38.459,98459
940,813,49,8,1:38.513,98513
940,813,50,8,1:38.585,98585
940,813,51,8,1:38.579,98579
940,813,52,8,1:39.008,99008
940,813,53,8,1:40.182,100182
940,4,1,9,1:46.467,106467
940,4,2,9,1:42.389,102389
940,4,3,9,1:42.283,102283
940,4,4,9,1:42.910,102910
940,4,5,10,1:43.504,103504
940,4,6,11,1:43.495,103495
940,4,7,11,1:42.759,102759
940,4,8,11,1:42.506,102506
940,4,9,11,1:44.819,104819
940,4,10,14,2:01.882,121882
940,4,11,12,1:41.434,101434
940,4,12,12,1:41.752,101752
940,4,13,12,1:41.558,101558
940,4,14,11,1:41.838,101838
940,4,15,11,1:41.392,101392
940,4,16,11,1:41.335,101335
940,4,17,11,1:41.454,101454
940,4,18,10,1:41.478,101478
940,4,19,10,1:41.281,101281
940,4,20,10,1:41.523,101523
940,4,21,10,1:41.345,101345
940,4,22,10,1:41.309,101309
940,4,23,10,1:41.414,101414
940,4,24,10,1:41.304,101304
940,4,25,10,1:41.351,101351
940,4,26,11,1:42.123,102123
940,4,27,11,1:41.707,101707
940,4,28,10,1:43.934,103934
940,4,29,14,1:59.389,119389
940,4,30,14,1:39.871,99871
940,4,31,13,1:40.608,100608
940,4,32,13,1:40.159,100159
940,4,33,13,1:40.109,100109
940,4,34,13,1:40.456,100456
940,4,35,12,1:40.258,100258
940,4,36,12,1:41.145,101145
940,4,37,11,1:40.195,100195
940,4,38,11,1:39.995,99995
940,4,39,11,1:39.844,99844
940,4,40,11,1:41.204,101204
940,4,41,11,1:40.000,100000
940,4,42,11,1:39.747,99747
940,4,43,11,1:39.845,99845
940,4,44,11,1:40.091,100091
940,4,45,11,1:39.614,99614
940,4,46,11,1:39.881,99881
940,4,47,11,1:40.449,100449
940,4,48,11,1:40.186,100186
940,4,49,11,1:40.239,100239
940,4,50,11,1:40.385,100385
940,4,51,11,1:43.456,103456
940,4,52,11,1:41.551,101551
940,832,1,10,1:46.952,106952
940,832,2,10,1:42.259,102259
940,832,3,10,1:42.486,102486
940,832,4,10,1:42.642,102642
940,832,5,9,1:41.548,101548
940,832,6,9,1:41.308,101308
940,832,7,9,1:41.190,101190
940,832,8,9,1:41.484,101484
940,832,9,9,1:41.319,101319
940,832,10,9,1:41.118,101118
940,832,11,8,1:41.068,101068
940,832,12,6,1:41.183,101183
940,832,13,5,1:40.942,100942
940,832,14,6,1:44.979,104979
940,832,15,9,2:00.306,120306
940,832,16,9,1:38.686,98686
940,832,17,9,1:39.373,99373
940,832,18,9,1:39.791,99791
940,832,19,9,1:39.920,99920
940,832,20,9,1:39.806,99806
940,832,21,9,1:39.755,99755
940,832,22,9,1:39.710,99710
940,832,23,9,1:40.433,100433
940,832,24,9,1:41.659,101659
940,832,25,9,1:39.983,99983
940,832,26,9,1:40.068,100068
940,832,27,9,1:43.020,103020
940,832,28,12,2:14.271,134271
940,832,29,11,1:39.154,99154
940,832,30,11,1:39.732,99732
940,832,31,10,1:39.810,99810
940,832,32,10,1:39.923,99923
940,832,33,10,1:40.165,100165
940,832,34,10,1:40.353,100353
940,832,35,10,1:40.766,100766
940,832,36,9,1:40.765,100765
940,832,37,9,1:39.158,99158
940,832,38,9,1:39.764,99764
940,832,39,9,1:39.348,99348
940,832,40,9,1:39.283,99283
940,832,41,9,1:39.534,99534
940,832,42,9,1:39.578,99578
940,832,43,9,1:40.059,100059
940,832,44,10,1:40.997,100997
940,832,45,10,1:40.650,100650
940,832,46,10,1:40.812,100812
940,832,47,10,1:40.926,100926
940,832,48,10,1:41.358,101358
940,832,49,10,1:42.868,102868
940,832,50,10,1:41.648,101648
940,832,51,10,1:42.244,102244
940,832,52,10,1:42.128,102128
940,828,1,11,1:47.482,107482
940,828,2,11,1:42.624,102624
940,828,3,11,1:42.227,102227
940,828,4,11,1:42.700,102700
940,828,5,11,1:42.842,102842
940,828,6,10,1:42.024,102024
940,828,7,10,1:42.091,102091
940,828,8,10,1:42.186,102186
940,828,9,10,1:41.907,101907
940,828,10,10,1:49.917,109917
940,828,11,9,1:41.696,101696
940,828,12,8,1:42.263,102263
940,828,13,10,1:48.718,108718
940,828,14,16,2:00.515,120515
940,828,15,15,1:39.998,99998
940,828,16,15,1:40.690,100690
940,828,17,15,1:40.813,100813
940,828,18,15,1:41.160,101160
940,828,19,14,1:41.450,101450
940,828,20,14,1:41.174,101174
940,828,21,13,1:41.632,101632
940,828,22,13,1:41.637,101637
940,828,23,13,1:41.798,101798
940,828,24,13,1:41.254,101254
940,828,25,13,1:41.354,101354
940,828,26,14,1:44.498,104498
940,828,27,16,1:58.739,118739
940,828,28,15,1:39.343,99343
940,828,29,15,1:39.915,99915
940,828,30,15,1:40.056,100056
940,828,31,14,1:40.144,100144
940,828,32,14,1:40.381,100381
940,828,33,14,1:40.165,100165
940,828,34,14,1:40.551,100551
940,828,35,13,1:40.569,100569
940,828,36,13,1:40.704,100704
940,828,37,12,1:41.693,101693
940,828,38,12,1:41.828,101828
940,828,39,12,1:40.077,100077
940,828,40,12,1:40.265,100265
940,828,41,12,1:40.600,100600
940,828,42,12,1:40.417,100417
940,828,43,12,1:41.010,101010
940,828,44,12,1:41.835,101835
940,828,45,12,1:41.949,101949
940,828,46,12,1:40.699,100699
940,828,47,12,1:41.206,101206
940,828,48,13,1:42.102,102102
940,828,49,14,1:43.460,103460
940,828,50,14,1:42.984,102984
940,828,51,14,1:41.753,101753
940,828,52,14,1:42.427,102427
940,18,1,12,1:48.440,108440
940,18,2,12,1:42.716,102716
940,18,3,12,1:43.449,103449
940,18,4,14,1:44.424,104424
940,18,5,14,1:42.840,102840
940,18,6,14,1:42.640,102640
940,18,7,14,1:42.828,102828
940,18,8,14,1:42.931,102931
940,18,9,13,1:43.237,103237
940,18,10,12,1:45.095,105095
940,18,11,15,2:01.364,121364
940,18,12,15,1:41.677,101677
940,18,13,15,1:41.638,101638
940,18,14,14,1:41.849,101849
940,18,15,14,1:41.662,101662
940,18,16,14,1:41.509,101509
940,18,17,14,1:41.391,101391
940,18,18,14,1:41.559,101559
940,18,19,13,1:41.329,101329
940,18,20,13,1:41.331,101331
940,18,21,12,1:41.742,101742
940,18,22,12,1:41.571,101571
940,18,23,12,1:41.334,101334
940,18,24,12,1:41.490,101490
940,18,25,12,1:41.297,101297
940,18,26,12,1:41.444,101444
940,18,27,13,1:43.772,103772
940,18,28,16,1:58.968,118968
940,18,29,16,1:40.364,100364
940,18,30,16,1:40.898,100898
940,18,31,15,1:40.121,100121
940,18,32,15,1:40.337,100337
940,18,33,15,1:40.445,100445
