raceId,driverId,lap,position,time,milliseconds
932,1,1,1,1:25.160,85160
932,1,2,1,1:19.511,79511
932,1,3,1,1:19.329,79329
932,1,4,1,1:19.075,79075
932,1,5,1,1:19.142,79142
932,1,6,1,1:18.697,78697
932,1,7,1,1:18.817,78817
932,1,8,1,1:18.902,78902
932,1,9,1,1:18.793,78793
932,1,10,1,1:18.909,78909
932,1,11,1,1:18.469,78469
932,1,12,1,1:18.700,78700
932,1,13,1,1:18.331,78331
932,1,14,1,1:18.425,78425
932,1,15,1,1:18.386,78386
932,1,16,1,1:18.051,78051
932,1,17,1,1:18.328,78328
932,1,18,1,1:18.939,78939
932,1,19,1,1:18.455,78455
932,1,20,1,1:18.597,78597
932,1,21,1,1:18.375,78375
932,1,22,1,1:18.763,78763
932,1,23,1,1:18.081,78081
932,1,24,1,1:18.847,78847
932,1,25,1,1:18.645,78645
932,1,26,1,1:18.617,78617
932,1,27,1,1:18.443,78443
932,1,28,1,1:18.632,78632
932,1,29,2,1:34.813,94813
932,1,30,1,1:20.971,80971
932,1,31,1,1:18.319,78319
932,1,32,1,1:18.263,78263
932,1,33,1,1:18.923,78923
932,1,34,1,1:18.016,78016
932,1,35,1,1:18.458,78458
932,1,36,1,1:18.395,78395
932,1,37,1,1:18.740,78740
932,1,38,1,1:19.188,79188
932,1,39,1,1:18.917,78917
932,1,40,1,1:18.827,78827
932,1,41,1,1:18.718,78718
932,1,42,1,1:18.471,78471
932,1,43,1,1:18.202,78202
932,1,44,1,1:18.359,78359
932,1,45,1,1:18.252,78252
932,1,46,1,1:18.063,78063
932,1,47,1,1:18.076,78076
932,1,48,1,1:18.040,78040
932,1,49,1,1:18.087,78087
932,1,50,1,1:18.022,78022
932,1,51,1,1:18.275,78275
932,1,52,1,1:18.062,78062
932,1,53,1,1:17.651,77651
932,1,54,1,1:18.031,78031
932,1,55,1,1:18.044,78044
932,1,56,1,1:17.501,77501
932,1,57,1,1:17.946,77946
932,1,58,1,1:17.921,77921
932,1,59,1,1:17.837,77837
932,1,60,1,1:18.560,78560
932,1,61,1,1:17.782,77782
932,1,62,1,1:17.970,77970
932,1,63,1,1:18.140,78140
932,1,64,1,1:17.472,77472
932,1,65,1,1:17.677,77677
932,1,66,1,1:17.616,77616
932,1,67,1,1:17.740,77740
932,1,68,1,1:17.930,77930
932,1,69,1,1:18.042,78042
932,1,70,1,1:19.409,79409
932,3,1,2,1:26.190,86190
932,3,2,2,1:19.794,79794
932,3,3,2,1:19.732,79732
932,3,4,2,1:19.056,79056
932,3,5,2,1:19.101,79101
932,3,6,2,1:19.089,79089
932,3,7,2,1:19.109,79109
932,3,8,2,1:19.344,79344
932,3,9,2,1:18.909,78909
932,3,10,2,1:18.795,78795
932,3,11,2,1:18.673,78673
932,3,12,2,1:18.740,78740
932,3,13,2,1:18.462,78462
932,3,14,2,1:18.758,78758
932,3,15,2,1:18.338,78338
932,3,16,2,1:18.232,78232
932,3,17,2,1:18.335,78335
932,3,18,2,1:18.715,78715
932,3,19,2,1:19.039,79039
932,3,20,2,1:18.363,78363
932,3,21,2,1:18.243,78243
932,3,22,2,1:18.693,78693
932,3,23,2,1:18.715,78715
932,3,24,2,1:19.141,79141
932,3,25,2,1:18.396,78396
