raceId,driverId,lap,position,time,milliseconds
926,3,48,2,1:31.332,91332
926,3,47,2,1:31.092,91092
926,3,46,2,1:31.319,91319
926,3,45,2,1:31.231,91231
926,3,44,2,1:32.243,92243
926,3,43,2,1:31.259,91259
926,3,42,2,1:31.493,91493
926,3,41,2,1:31.400,91400
926,3,40,2,1:31.798,91798
926,3,39,2,1:31.565,91565
926,3,38,2,1:31.573,91573
926,3,37,2,1:31.610,91610
926,3,36,2,1:31.355,91355
926,3,35,2,1:31.775,91775
926,3,34,2,1:32.981,92981
926,3,33,2,1:31.660,91660
926,3,32,2,1:31.737,91737
926,3,31,2,1:31.609,91609
926,3,30,2,1:31.754,91754
926,3,29,2,1:32.108,92108
926,3,28,2,1:32.092,92092
926,3,27,2,1:38.552,98552
926,3,26,1,1:51.568,111568
926,3,25,1,1:33.964,93964
926,3,24,2,1:33.048,93048
926,3,23,2,1:32.948,92948
926,3,22,2,1:33.011,93011
926,3,21,2,1:32.454,92454
926,3,20,2,1:32.426,92426
926,3,19,2,1:32.243,92243
926,3,18,2,1:32.365,92365
926,3,17,2,1:32.300,92300
926,3,16,2,1:32.324,92324
926,3,15,2,1:33.576,93576
926,3,14,2,1:32.930,92930
926,3,13,2,1:32.752,92752
926,3,12,2,1:32.650,92650
926,3,11,2,1:33.184,93184
926,3,10,2,1:32.572,92572
926,3,9,2,1:32.380,92380
926,3,8,2,1:32.460,92460
926,3,7,2,1:32.827,92827
926,3,6,2,1:32.371,92371
926,3,5,2,1:33.068,93068
926,3,4,2,1:34.638,94638
926,3,3,2,2:14.420,134420
926,3,2,2,2:25.242,145242
926,1,14,1,1:33.033,93033
926,1,15,1,1:33.177,93177
926,1,16,1,1:32.458,92458
926,1,17,1,1:32.148,92148
926,1,18,1,1:32.462,92462
926,1,19,1,1:32.347,92347
926,1,20,1,1:32.306,92306
926,1,21,1,1:31.940,91940
926,1,22,1,1:32.405,92405
926,1,23,1,1:32.791,92791
926,1,24,1,1:32.925,92925
