lap,1,3,4,8,13,20,807,815,817,822,826,828,829,830,832,833
1,3.039999999999992,5.157999999999987,9.051999999999992,6.947999999999993,0.0,8.814999999999998,5.955999999999989,10.376999999999995,13.408999999999992,4.498999999999995,7.902999999999992,12.437999999999988,17.161,13.925999999999988,11.306999999999988,18.388000000000005
2,1.3220000000000027,3.051999999999964,41.05599999999998,4.718000000000018,0.0,6.668999999999983,3.6719999999999686,7.596000000000004,10.609999999999957,2.141999999999996,6.090999999999951,9.935999999999979,12.194999999999993,11.103000000000009,8.576999999999998,14.180000000000007
3,0.9169999999999732,1.0529999999999404,6.192999999999984,1.8070000000000164,0.0,2.687999999999988,1.4249999999999545,3.13900000000001,3.6979999999999222,0.7109999999999559,2.266999999999939,4.3419999999999845,4.959000000000003,4.605000000000018,3.450999999999965,5.876000000000033
4,98.18899999999991,98.82299999999992,106.57099999999997,100.80599999999998,96.536,102.87999999999994,100.30699999999996,102.392,103.93499999999989,97.31399999999991,101.6509999999999,104.41000000000003,106.03199999999998,0.0,103.41899999999993,107.68
5,198.66299999999995,199.68799999999993,210.62599999999992,202.66199999999998,196.80800000000005,204.63099999999991,201.964,204.24200000000002,206.2759999999999,197.70999999999987,203.51699999999988,207.10899999999998,210.15500000000003,0.0,205.4589999999999,212.522
6,298.42799999999994,299.537,312.8669999999999,303.387,296.32300000000004,305.49999999999994,302.45300000000003,304.984,307.57199999999995,297.3609999999998,304.1979999999999,308.518,314.32800000000003,0.0,306.63499999999993,316.657
7,397.72099999999995,398.868,414.58699999999993,403.34099999999995,396.10100000000006,406.02299999999997,402.647,405.436,408.0779999999999,396.80599999999976,404.43699999999995,409.3949999999999,417.46999999999997,0.0,407.13999999999993,420.25399999999996
8,497.0399999999999,498.066,516.338,503.59,495.8020000000001,506.272,503.07300000000004,505.72700000000003,508.57699999999994,496.2859999999998,504.3759999999999,510.7139999999999,520.613,0.0,508.018,524.029
9,596.607,597.4780000000001,618.2470000000001,604.366,595.21,606.096,603.529,607.345,609.585,595.9579999999999,604.9379999999999,611.914,623.7840000000001,0.0,608.9929999999999,627.675
10,695.8979999999999,696.9840000000002,719.875,704.317,694.8560000000002,705.925,703.5160000000001,707.8910000000001,710.348,695.3879999999999,705.05,712.6969999999999,727.1350000000002,0.0,709.7469999999998,731.568
11,795.3789999999999,796.181,821.509,804.344,794.2900000000002,805.815,803.5310000000002,808.0160000000001,809.4669999999999,794.96,805.0339999999999,813.5319999999999,830.5420000000001,0.0,810.1569999999999,835.3
12,895.25,895.94,923.337,904.4290000000001,893.7490000000003,905.8780000000002,903.7680000000003,908.2550000000001,929.328,894.4290000000001,905.1979999999999,914.3229999999999,934.017,0.0,909.0529999999999,941.021
13,994.5989999999999,995.4860000000001,1025.499,1003.3770000000002,993.3630000000003,1006.4300000000001,1004.2290000000003,1008.604,1029.791,993.9860000000001,1005.5569999999998,1015.0439999999999,1037.299,0.0,1030.221,1044.811
14,1094.165,1095.027,1127.507,1122.2110000000002,1092.8340000000003,1105.2150000000001,1104.5090000000002,1108.9850000000001,1129.731,1093.4250000000002,1105.4849999999997,1115.7759999999998,1140.49,0.0,1130.283,1148.5549999999998
15,1193.522,1194.2630000000001,1229.727,1221.1650000000002,1192.1320000000003,1223.8870000000002,1204.7810000000002,1209.14,1230.217,1192.8290000000002,1205.4959999999996,1216.522,1243.888,0.0,1230.6589999999999,1251.802
16,1292.9199999999998,1293.9650000000001,1333.0610000000001,1320.1680000000001,1291.7400000000002,1322.4070000000002,1305.0390000000002,1309.4140000000002,1334.7050000000002,1292.227,1305.8159999999996,1317.138,1347.24,0.0,1331.3439999999998,1355.5939999999998
17,1392.3899999999999,1393.219,1433.4750000000001,1419.3760000000002,1391.3770000000002,1420.9990000000003,1405.1250000000002,1409.6260000000002,1442.17,1391.979,1405.9809999999995,1417.9209999999998,1450.347,0.0,1430.609,1459.6749999999997
18,1492.2279999999998,1492.817,1553.467,1518.8450000000003,1490.9340000000002,1519.9720000000002,1505.1480000000001,1509.5960000000002,1547.26,1491.539,1504.1529999999996,1518.3739999999998,1553.154,0.0,1529.7869999999998,1562.9829999999997
19,1590.0739999999998,1592.2640000000001,1653.627,1618.3810000000003,1590.2860000000003,1619.7050000000002,1603.381,1609.5480000000002,1651.6770000000001,1590.926,1621.9199999999996,1620.1399999999999,1656.94,0.0,1628.877,1666.3229999999999
20,1706.4229999999998,1689.239,1754.1660000000002,1717.3530000000005,1688.1870000000004,1718.7340000000004,1721.806,1708.4190000000003,1755.0570000000002,1690.1100000000001,1721.2439999999997,1720.958,1760.221,0.0,1727.976,1769.7129999999997
21,1803.6969999999997,1807.2930000000001,1854.217,1816.3370000000004,1806.6320000000005,1817.7250000000004,1821.239,1827.8230000000003,1896.5080000000003,1786.7200000000003,1819.8159999999998,1822.904,1862.871,0.0,1827.1770000000001,1872.841
22,1900.9239999999995,1905.596,1954.337,1914.9700000000003,1904.3230000000003,1916.4730000000004,1920.3670000000002,1927.4640000000004,1896.5080000000003,1905.1360000000004,1918.022,1923.594,1965.4320000000002,0.0,1926.7130000000002,1976.2349999999997
23,1998.4249999999997,2003.6889999999999,2054.732,2013.7380000000003,2001.9860000000003,2015.2480000000005,2019.4720000000002,2026.8430000000003,1896.5080000000003,2002.9110000000005,2016.529,2023.46,2068.2450000000003,0.0,2025.9560000000001,2079.584
